reservoir_level,rainfall_forecast,population_demand,shortage_probability
77.64614687177414,27.953349300139266,862.0173916621329,15.978913936209054
89.05578826135181,4.454640759017663,1043.615760198218,20.686726075004806
50.11271051070426,7.935049572128791,711.1867021751139,39.05497829059185
52.514475959111905,45.02583452959929,863.5479112061096,25.007388432237406
80.96537624353903,24.654330601533314,1132.9927939740255,11.450084177542058
89.00559106570043,8.519038329470558,952.2117655761203,26.852138432274792
65.41329306725845,12.326899374806853,969.408666008849,38.08226389714744
78.89957756832125,6.650585665848415,984.8773304372351,34.68869929631132
18.78720112175496,2.027979658653816,1036.8924138248426,58.3619637649489
75.64401241845698,0.5886053735140746,1114.896908522657,24.93252751599949
91.27697396689672,6.216167543717114,856.4782538302808,7.532361260186811
40.541614082324344,7.318679450424311,960.1810120514886,36.37927286199617
11.317058031482144,13.731909533215747,1035.3483802904643,55.89327066061602
98.97848810623,39.15097053203312,997.8023884274066,0.0
95.87650456904339,25.490266785760877,1030.8652621426843,18.801895589335977
46.79629782355485,23.92383415326435,822.8745906092587,31.87171204429403
55.47693753380787,19.543498542041288,1134.3878367293132,38.07001558100202
36.179033396422795,0.10955949374966012,1132.7571195367566,54.66350319967485
76.52100383195427,7.735105842255899,987.637680506459,32.19621398247249
22.128498631577763,3.1978456301968845,876.2210113016033,58.1005743901051
97.50011874014233,1.0640687869426464,1042.8621983041053,24.40184930551272
31.03414804953455,6.595703381787241,1025.7150860419897,55.44336494091128
15.551313643842432,6.048307814071323,931.2425374364235,67.66601103390693
33.71291678940962,25.763295258074212,1038.4115850232022,36.75368900509047
34.88380161863112,41.04513657813308,919.2221093858652,34.05639804739527
54.18139183297711,30.000551473562368,920.3944537877792,28.76420309978777
85.36982122496366,5.848439346816157,1045.0788763986127,28.764422919638207
78.4043572480132,59.6293940735477,1031.617721858487,1.6132608969123683
75.85761820457665,3.6797008430665064,1195.3903221299895,34.17680811847643
56.93613282268879,19.154780315242242,874.6200621129643,24.603615519225507
39.402204526996144,20.587654592413205,915.7745014081502,36.982346366485565
91.1662304710637,1.470563876736727,893.5177228690536,23.219928390028713
87.4155577830769,18.774462301102105,1060.2619337079705,15.40053036030151
17.716766314909137,14.471333381091139,916.3221150852995,42.3978069031191
93.36272246385852,3.068049177229541,941.176953317893,20.494697658632646
62.94337732214921,6.871590675563907,774.9583555128326,25.198560618353618
37.12932441150352,26.62435734634128,1023.9162198947762,40.07411038733151
37.45013782627687,38.11367757079133,1147.2147012003752,29.70947870963561
88.34522128293054,25.6122572153474,819.6279457617231,11.730705954327691
74.69997160845263,25.771861651803512,945.0328899012268,27.056171079721178
89.4593582949448,11.129602294656511,929.5927877955173,15.03521870265444
26.97653238763381,21.34179542874837,991.9283081936244,43.169194730827975
72.45340274463318,0.4512179082922348,1013.835776534818,30.594602577158106
48.827256168171964,26.481919044469723,1187.358637861743,35.87884930254616
42.01894475760127,7.495457555309878,926.5248238898423,31.808336633168338
47.26264398299905,8.70094580277669,1020.2199654451063,46.92597860726126
79.11143562939635,11.433566830605077,939.8551397824492,22.23024373881422
72.13618572415669,22.85667164745858,906.2128679924533,15.499721796748243
33.940790722811556,30.55729203839388,1064.9602120131588,40.21128877006266
76.75498463401145,19.659217266306,911.5454399410442,14.112067001517557
75.84069317978924,13.66017228837171,875.9919725483171,22.690212201017264
32.91674290001082,7.145238493424788,1100.5603253176116,45.78223646865294
85.69001235048991,28.66284329523717,965.1181820811637,11.271269782101337
44.24976228963248,5.531827736085448,1096.7722893599853,45.33879589893107
86.65110389274942,48.63665323773947,1055.977958553144,3.4786903595404373
55.13437977375049,19.355722795567868,1054.922527978286,29.438980160556774
97.70477245267723,6.154104483143238,1102.9607046694068,22.90427047744669
40.318535385041955,5.715298793838058,977.06306121343,49.72988423284167
52.907724614556074,2.345696676274684,980.4374704494601,40.611202798655945
42.954911613901935,36.51587369322898,960.3279012799213,33.04422186811754
11.643202211840883,37.386224419472654,954.1253861157395,39.22599785611786
18.32940263436385,4.95825339978915,983.0210990540234,57.51853567984438
83.66911682332584,29.013633997136914,1023.214505279462,7.609958529779715
17.45345811003501,58.56479761042584,857.3572182414391,28.911671648776206
73.48832723742322,8.971283401171881,977.6654724063526,20.715539771314653
24.626439326811052,3.8249825150148102,982.3994348741578,63.59212761792409
16.930626448083924,1.8809744530207844,961.856053656273,60.34430795644938
71.78023900033689,0.4330586032256091,977.5860430950422,29.287748285002245
23.72093679168635,41.37472505952693,902.9009680056673,43.124323784764144
