extraction_rate,rainfall_mm,temperature_c,groundwater_level_drop
4968.640648185082,17.72221315031174,37.94655529999939,34.44094820094483
4259.154632693475,10.335037130052276,33.075929340564734,33.13356621019043
5559.883704608661,14.889747821152522,25.29908432219924,37.79515732547785
5534.519208988497,37.51779949318255,27.64583298282333,-2.811471133211775
5541.935057733979,6.787710293124478,27.82716391668036,54.14847766032311
5246.792310327689,24.026163772702176,24.761996581397618,3.590874095461846
5840.615866116719,16.76471321533606,27.51176316518908,41.97421861464536
6328.044514069694,29.510988947712615,34.49237149652882,24.221735561454217
4701.327097004485,1.0545389028089776,29.488084401096913,63.220248071290534
4227.60909114117,7.281698089780118,23.613634806907335,32.24152032234729
5274.344962025129,0.9746055370981201,31.558067721891696,60.482365644362574
4480.311825018713,7.349458618765108,31.961950300138213,46.48208468528611
5970.4979124520405,0.3860427631864228,31.25548385451403,72.68299960393055
5756.610261257374,10.513351918411221,37.1657827850801,55.941998303481235
6278.381186735755,9.478758618367372,26.542570868111728,51.924367775307054
5522.864146592582,7.715147719136549,21.939022192779486,53.30052656501166
4758.706096686738,4.335291876353411,34.820868338011536,48.205330400395816
4644.843314553489,8.193312007928792,30.830315280549186,54.0673226120353
5824.2816177623,0.33526556440219135,35.35754538380064,72.11348224892704
2247.7488088169957,2.929147302347816,36.76851576045835,42.543770083744796
5846.7880782195825,28.902846891803758,29.953533771985647,22.750598426123354
4851.306947492174,16.23532185155854,25.746958093696257,25.118462337114938
4438.383969745966,2.722082107281507,29.044953361110576,53.61955930712258
4862.209173375887,19.678285699384105,40.567099662329284,32.959037965361446
2815.8490858921346,3.7665783779647573,26.59701635340507,29.027047137771866
5286.693641920486,1.2136648049838255,33.41272370426988,68.55484299156561
4741.052556831802,3.592998320883588,34.2396603684145,54.17894644810389
4917.915244763548,3.4979510353217758,28.665280372864935,50.695275670135715
5255.988458612854,1.6496881332765347,30.292753363084795,69.52752863525785
5004.643460028894,4.234925053617432,30.672242020138373,48.27780478093872
3970.6545193742254,0.20207023219737924,23.433011645210605,51.65111814959192
3508.363434328351,1.969073169716034,29.931856331814217,40.422281704978815
4608.854965705635,17.11313486717549,24.856138825106015,18.721996383403607
3016.084235178336,4.027099266208477,36.34823684175703,40.052229694336326
6670.407713568516,2.508647199357299,31.228656998740203,76.59230521353265
6035.34031639223,1.2267603721048634,38.90329600416205,71.82134762213524
4162.757438051128,22.92541918544268,32.64538107595261,6.835864620667068
4558.3992944067,19.729373597234833,23.661427538758605,22.16961641159815
5503.894571980178,5.068999953508157,23.959645420828224,53.07320980755342
4449.52906806705,2.9500853625358032,28.68331766504175,55.492463864832764
5280.454924729774,10.569276100498968,26.62973778802273,49.542267903928895
4617.498019724128,13.292947741160507,33.74370695268423,47.08640478692056
5861.672589757735,2.213248898524992,33.72082614384361,71.97206444445162
3488.4060705147185,0.9023950403983899,27.781610307380298,47.65725537450523
5369.331748318957,7.427235908445324,23.643473025855823,52.44016153817567
3968.38239605657,4.816409248254693,24.105264070064003,41.09392800989323
4030.9010724394425,13.573723311464242,30.156466538948955,29.801240086449102
5865.34045033181,22.241808723896646,32.97495870521256,30.54580331459402
2472.598648670955,1.357448628267801,36.643885687800214,41.50929677276782
